Name,imageUrl,Location,linkedin,Description,Investment_Sector,investments,companyWebsite
Harsh B.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/harsh_b.jpg,", UK",https://www.linkedin.com/in/harsh-b-1227761b1,"Harsh B. is currently engaged in a venture that he is passionate about, working closely with a team that he considers akin to family. He and his team are dedicated to their MVP customers, constantly adapting their services to cater to their needs. Harsh B. was previously a Venture Capitalist investor, with a primary focus on consumer companies. His experience in this field has resulted in an impressive portfolio. He was inspired by Jack Ma's advice which encourages individuals to work for themselves and learn from their own business mistakes during their 30s and 40s. In his leisure time, Harsh B. enjoys cooking and gaming, even carrying his PlayStation 5 with him during his travels. He is currently working towards establishing a profitable company and.",,,â
Tayga Baltacioglu,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tayga_baltacioglu.jpg,"London, UK",https://www.linkedin.com/in/tayga,Angel investor.,,,https://debite.io
Tufayel Ali,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tufayel_ali.jpg,"Northampton, UK",https://www.linkedin.com/in/tufayelali,,,,https://instagram.com/nmicyouthnetwork
Sevil Sofueva,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sevil_sofueva.jpg,", UK",https://www.linkedin.com/in/sofueva,"Sevil Sofueva is an angel investor who specializes in the application of generative AI for deal sourcing and diligence. Her primary focus is on pre-seed and seed deals. Sofueva brings a wealth of experience to her role, having previously worked as a strategy consultant and research scientist. In addition to her investment activities, she also possesses expertise as a data scientist.",,,â
Juan Rodriguez Andrade,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/juan_rodriguez_andrade.jpg,"London, UK",https://www.linkedin.com/in/juan-rodriguez-andrade-6a0288,"Juan Rodriguez Andrade is a seasoned finance professional with a significant role in the Equity Capital Markets at Bank of America, serving as the Managing Director. Over the span of 15 years, he has led the structuring and origination of more than 75 capital market transactions, collectively raising over US$60 billion. He also holds responsibility for Equity-Linked Origination in the Europe, Middle East, and Africa (EMEA) region, as well as Equity Derivatives and Special Purpose Acquisition Companies (SPACs) for Iberia. Before his tenure at Bank of America, Andrade was the Chief Operating Officer (COO) at a quantitative behavioural finance hedge fund that traded US stocks. There, he contributed to the creation of a.",,,http://www.bofaml.com
Lado Gurgenidze,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/lado_gurgenidze.jpg,"London, UK",https://www.linkedin.com/in/ladogurgenidze,"Lado Gurgenidze has leveraged his decade-long investment banking career to create substantial shareholder value in the banking, consumer lending, and fintech sectors over the past 15 years. In his current role, he serves as the Chairman of the Advisory Board of Raisin, a company he has invested in for a decade. Gurgenidze is recognized as a major player in the Georgian financial services sector, having established the Bank of Georgia and Liberty Bank between 2004 and 2007. His efforts modernized both institutions, with the Bank of Georgia becoming one of the most sophisticated universal banks in Eastern Europe and Liberty Bank emerging as a technologically advanced mass-market retail bank in frontier markets. Gurgenidze's effective.",,,http://www.sturgeoncapital.com
Hamed Khodabakhsh,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/hamed_khodabakhsh.jpg,"London, UK",https://www.linkedin.com/in/hamedkhodabakhsh,Hamed Khodabakhsh operates in the capacity of a private investor.,,,http://www.global-infra.com/
Caroline Hudack,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/caroline_hudack.jpg,"London, UK",https://www.linkedin.com/in/carolinehudack/,,,,
Russell Smith,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/russell_smith.jpg,"London, UK",https://www.linkedin.com/in/russellharrymartinsmith,"Russell Smith has played a pivotal role in various capacities such as a member of the early marketing team at Wise, an Angel Investor, and a Growth Advisor. His strategic inputs have significantly contributed to the exponential growth of Wise and Monzo, helping them scale their user base from hundreds of thousands to millions. Smith has also held the position of Director of Marketing at Sunsave. As an Angel Investor, Smith has shown a keen interest in early-stage startups, having invested in over 50 of them. Some notable names in his investment portfolio include Qatalog, LayerZero, AnchorZero, Oasis, Packfleet, Honest Mobile, Payable, Practice, Ember, Generation Home, Metastreet, Context, and Portal Games. His diverse experience and strategic.",,"Incredible,",https://sunsave.energy
Richard Cooper,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/richard_cooper.jpg,"Edinburgh, Scotland, UK",https://www.linkedin.com/in/richard-cooper-94284229/,"Richard Cooper is a seasoned engineer with four decades of experience in both SMEs and blue chip companies. His expertise spans operations, quality, business development, commercial, and company funding. Cooper is a joint founder of Cascade Technologies, a company he helped grow from a start-up to an Â£8m business with 60 employees in just over a decade. The company was sold to Emerson Process Management in 2014. Cooper holds a B.Sc. in Production Engineering and Management and is a Chartered Engineer (C.Eng). He is also a member of the Institute of Engineering and Technology (IET). Currently, Cooper is an angel investor in several companies across a range of sectors. These include Pick Protection (personal security), Conjengo (animal.",,,
Gokul Rajaram,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fgokul-rajaram.jpeg?alt=media&token=25b4b665-a256-4807-88dc-62a1e9248287,"San Francisco, US",https://www.linkedin.com/in/gokulrajaram1/,,"Healthcare, Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software,","Slingshot AI,",
Gary Shuckford,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gary_shuckford.jpg,", UK",https://uk.linkedin.com/in/professor-gary-shuckford-94203735,,"Finance, Environment, Energy, Cleantech, Impact, Tech, Education,","OxeHealth, Power Roll, WiseAlpha,",
Chris Ritson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/chris_ritson.jpg,", UK",https://www.linkedin.com/in/chris-ritson,,,,www.flexprts.com
Philippe Menzes,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/philippe_menzes.jpg,"London, UK",https://www.linkedin.com/in/philippe-menzes-4922a5239,"Philippe Menzes holds a significant role in managing all operations of FasterCapital in the US. His responsibilities encompass portfolio management, sourcing deal flow, investing, and business development. He also maintains relationships with various stakeholders. Menzes's investment focus is primarily on early-stage information technology startups in the USA and Europe. He is a known angel investor and is particularly interested in business-to-business (B2B) ventures. His expertise extends to investor relations and the nurturing of early-stage startups.",,,http://www.stage2.capital
Esha Vatsa,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/esha_vatsa.jpg,", UK",https://www.linkedin.com/in/esha-vatsa,Esha Vatsa serves as an early-stage venture capitalist and angel investor.,,,https://www.visionfunding.co.uk
Charlie Songhurst,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/charlie_songhurst.jpg,"Seattle, US",https://www.linkedin.com/in/charlessonghurst,,"Finance, B2C, Education, Tech, Software, Cyber Security, AI, Data, B2B,","accuRx, AimBrain, Bloomsbury AI, Cera, CoinDesk, Credit Kudos, Fanbytes, Fluidly, Perlegeo, Rahko, The Dots, StackOne,",
Alexander Sainty,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/alexander_sainty.jpg,"London, UK",https://www.linkedin.com/in/alexandersainty,"Alexander Sainty, a UK-based investor, holds stakes in over 50 startups including 32Co, Infogrid, Lottie, Mytos, Timeline, Tuza, Peak, and Zama. In addition to his investments, Sainty is the CEO and co-founder of swiftscale, a growth advisory firm that links high-potential startups with corporate clients and growth investors. Swiftscale's mission is to assist corporations in identifying strategically-aligned startups to drive innovation and accelerate digital transformation. The firm offers a filtering service for corporates, helping them discover innovative products and services that can enhance their business operations. In addition to working with corporations, swiftscale also supports scaleups by providing an introductory service. This service aims to expedite fundraising processes.",,,http://www.swiftscale.co
James Viggers,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/james_viggers.jpg,"Cambridge, UK",https://www.linkedin.com/in/jamesviggers/,"James Viggers, an engineer and former investment banker, now dedicates his time to angel investing and non-executive director roles within the deep tech sector. He is an active member of Cambridge Angels and focuses his investments on early-stage companies that possess strong and defensible intellectual property, particularly in the fields of robotics, manufacturing, medical devices, and materials science. Viggers' portfolio of angel investments includes Radiant Matter, Altered Carbon, Figaro, Forefront RF, HubBox, Dressipi, Silveray, Nova Pangaea Technologies, Heartfelt Technologies, Myrtle.ai, Dogtooth Technologies, The IDCo, Kasko, and Superscript. He currently holds the position of Chairman at Heartfelt Technologies and served as a.",,,
Machela Sathekga,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmachela-sathekga.jpg?alt=media&token=7c3f2c6b-d9fb-4e7b-8068-c8d7b9f7adf0,"London, UK",http://linkedin.com/in/machelasathekga,,"Travel, Leisure, Entertainment, Tech, B2C, Software, Agriculture, Biotech, Life Sciences, Healthcare,","FungiAlert, Yonder, TrustElevate,",
Serhat Goktas,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/serhat_goktas.jpg,"Kingston upon Thames, UK",https://www.linkedin.com/in/serhatgoktas,Angel investor.,,,â
Natalie Otwoma,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/natalie_otwoma.jpg,"London, UK",https://www.linkedin.com/in/natalie-otwoma,,,,â
Zoltan A. Vardy,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/zoltan_a._vardy.jpg,"London, UK",https://www.linkedin.com/in/zoltanvardy,"Zoltan A. Vardy has developed a blueprint known as The Launch Code, designed to assist B2B tech founders in selling and marketing to enterprise clients. The program aims to alleviate common frustrations encountered by tech founders, such as difficulty in communicating their product's value, exhaustion of personal networks for client acquisition, ineffective cold email campaigns, and a lack of control over sales and marketing activities. The Launch Code promises to equip founders with the skills to add 3-5 enterprise clients per quarter and build predictable revenues. The program focuses on teaching founders how to concentrate their offer, structure their client acquisition, and scale their operations. The Launch Code offers three different program options to accommodate varying time and budget constraints: an on-demand online course, a course.",,,http://www.thelaunchcode.net
John Warburton,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/john_warburton.jpg,"Bristol, UK",https://www.linkedin.com/in/john-warburton-789383113/,,,,
Aparna Aiyar,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/aparna_aiyar.jpg,"London, UK",https://www.linkedin.com/in/aparna-aiyar-3b869120,"Aparna Aiyar serves as the Managing Director at Goldman Sachs Growth, where her role involves being a Growth Equity Investor.",,,http://www.goldmansachs.com
Marc Rubinstein,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/marc_rubinstein.jpg,"London, UK",https://www.linkedin.com/in/marc-rubinstein,"Marc Rubinstein is a seasoned investment professional, boasting over 25 years of experience in researching and investing in financial services companies. He is a retired partner of Lansdowne Partners, one of Europe's leading hedge fund firms. During his tenure at Lansdowne, Rubinstein provided advice on the management of a US$4bn global long,short financials equity fund, which has won awards for its performance. Before joining Lansdowne Partners, Rubinstein held the position of Managing Director at Credit Suisse, where he led the European banking sector equity research group. He is recognized as an active value investor and an early-stage fintech investor. Aside from his investment career, Rubinstein is also an established author. He writes 'Net.",,,https://www.netinterest.co/
Matt Cooper,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/matt_cooper.jpg,", UK",https://uk.linkedin.com/in/matt-cooper-46b9153,,"Marketing, Human Resources, Media, B2C, Tech, Data, Finance, Cloud,","Adzuna, Azimo, Pavegen, Thrive, Prosper,",
Barney Hussey-Yeo,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/barney_hussey_yeo.jpg,"London, UK",https://www.linkedin.com/in/bhusseyyeo,,,,â
Josh Smith,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/josh_smith.jpg,"London, UK",https://www.linkedin.com/in/joshowensmith,"Josh Smith, a strategic performance marketer, boasts a history of managing significant marketing budgets amounting to tens of millions of pounds, running successful campaigns across a diverse range of industries. His client portfolio encompasses global sports franchises, FTSE100 corporations, a national government, and numerous small and medium-sized enterprises (SMEs) worldwide. As an entrepreneur, Smith is devoted to becoming a vital marketing partner to his clients, aiding them in achieving their direct response marketing and sales objectives. Currently, Smith's primary focus is on LeadFlow, an agency committed to creating and implementing intelligent, sales-driven quizzes, scorecards, and assessments. These tools generate data-rich leads for mid-market and enterprise ScoreApp customers. LeadFlow was established due to Smith's strong belief.",,,https://leadflow.scoreapp.com/
Anthony Collias,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/anthony_collias.jpg,"London, UK",https://www.linkedin.com/in/anthony-collias-8b276a58,,,,https://stasher.com
Esme Verity,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/esme_verity.jpg,"London, UK",https://www.linkedin.com/in/esme-verity-33213183,"Esme Verity is the founder of Considered Capital, an organisation committed to assisting purpose-led founders in securing funding. Her work revolves around educating individuals on alternative funding sources, striving to democratise access to such resources. Verity's clientele ranges from purpose-driven startups to nonprofits, with hundreds of organisations under her wing. Before establishing Considered Capital, Verity held the position of Director of Chapters at Zebras Unite, an international, intersectional hybrid cooperative. This platform is geared towards the development of new financial instruments for the upcoming economy. Additionally, Verity is an angel investor and was recognised as one of the Top 100 Women in Social Enterprise by Pioneers Post. She divides her time between London and Accra, Ghana.",,,https://www.consideredcapital.io/
Jean-Marc Bouhelier,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/jean_marc_bouhelier.jpg,"London, UK",https://www.linkedin.com/in/jbouhelier,"Jean-Marc Bouhelier holds the dual role of Chairman and CEO at Celoxica, a leading technology firm. In addition to his leadership duties at Celoxica, Bouhelier is also a serial investor, providing financial backing and advisory services to various enterprises.",,,http://www.celoxica.com
David Bowerman,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/david_bowerman.jpg,"Edinburgh, Scotland, UK",https://www.linkedin.com/in/david-bowerman-b5ba7623,"David Bowerman serves in multiple capacities, including a Non-Executive Director, Trustee, Mentor, and Investor. His role encompasses offering strategic guidance, providing mentorship, fulfilling fiduciary responsibilities, and making investment decisions.",,,http://www.execspace.co.uk
Richard Murphy,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/richard_murphy.jpg,"London, UK",https://www.linkedin.com/in/richard-murphy-b69229171,,,,https://www.cognism.com
Martin Bendmann,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/martin_bendmann.jpg,"London, UK",https://www.linkedin.com/in/martin-bendmann-214ba31,,,,â
Chris Marks,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/chris_marks.jpg,"London, UK",https://www.linkedin.com/in/chris-marks-17580612,,,,https://ebitlabs.com
Sameer Vaswani,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/sameer_vaswani.jpg,"London, UK",https://www.linkedin.com/in/sameer-vaswani-65159945,Angel investor.,,,http://www.prodigysnacks.com
Vanessa Burkitt,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/vanessa_burkitt.jpg,"Cambridge, UK",https://www.linkedin.com/in/vanessa-burkitt-557a9313,Vanessa Burkitt serves as an angel investor and a non-executive director at Dimension Technologies (UK) Limited.,,,â
Richard Fearn,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/richard_fearn.jpg,", UK",https://uk.linkedin.com/in/rfearn,,,,
James Gomez,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/james_gomez.jpg,"London, UK",https://www.linkedin.com/in/james-gomez-95b499100,"James Gomez serves in a dual capacity as an Angel Investor and Portfolio Manager. In his role as an Angel Investor, Gomez provides financial backing for small startups or entrepreneurs, often in exchange for ownership equity. Simultaneously, as a Portfolio Manager, he oversees the management of an investment portfolio, making decisions about investment mix and policy, matching investments to objectives, and balancing risk against performance.",,,â
Amardeep Parmar,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/amardeep_parmar.jpg,", UK",https://www.linkedin.com/in/amardeepsparmar,"Amardeep Parmar, the co-founder of BAE HQ, has a rich experience in the entrepreneurial world, marked by his participation in over 300 podcast interviews. He has also made significant strides in the investment realm, with a record of being an angel investor five times. Parmar is known for generously sharing his entrepreneurial insights, demonstrating his commitment to fostering growth and innovation in the business sector.",,,www.thebaehq.com
Thomas Hartwig,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/thomas_hartwig.jpg,,https://www.linkedin.com/in/thomas-hartwig-004b402?originalSubdomain=se,,,,
Tomas Lobo,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/tomas_lobo.jpg,"London, UK",https://www.linkedin.com/in/jtomaslobo,,,,https://oscilar.com
Stiven Muccioli,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/stiven_muccioli.jpg,"London, UK",https://www.linkedin.com/in/stivenmuccioli,"Stiven Muccioli is a tech entrepreneur and investor with a keen interest in developing and backing fintech solutions designed to empower individuals and businesses in rapidly expanding markets. He holds two CEO positions at BKN301 and SM Capital. BKN301 is a Banking-as-a-Service Orchestrator platform that utilizes technology to deliver embedded financial services to the evolving digital and banking sector. SM Capital, on the other hand, is a venture capital firm that invests in high-quality startups and funds throughout various industry sectors and stages, with a particular emphasis on fintech businesses. Before his current roles, Muccioli established and sold two companies. Ventis, a fintech firm that provided white-label and API-based payment and e-commerce solutions, was sold.",,,â
Kevin Simmons,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/kevin_simmons.jpg,"Bristol, UK",https://www.linkedin.com/in/dkevinsimmons,"Kevin Simmons is a seasoned early-stage technology investor, with a background in both Angel and Venture Capital (VC) investments. He is also a former start-up founder and has held senior executive roles in three early-stage startups, including a Series A energy tech company. Over his career, Simmons has made more than 130 tech investments in both emerging and developed markets, with a majority in Africa (100+), followed by the US (25), the UK (5), and LATAM (1). His portfolio includes market leaders and African unicorns such as Flutterwave, Andela, and Wave. Simmons brings two decades of experience from the global energy industry where he served as an engineering, projects, and operational leader. He is proficient in developing,.",,,http://www.setsquared.co.uk
Filippo Pavone,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/filippo_pavone.jpg,"London, UK",https://www.linkedin.com/in/filippo-pavone,,,,
Alexander von Schirmeister,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/alexander_von_schirmeister.jpg,", UK",https://www.linkedin.com/in/alexander-von-schirmeister-045375,,,,http://www.xero.com
Simon Day,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/simon_day.jpg,"Dorking, UK",https://www.linkedin.com/in/simondaywild,"Simon Day is a multifaceted professional with a diverse range of roles and skills. He is a part-time early-stage investor, advisor, consultant, and founder. Day is passionate about creating and expanding categories, brands, and businesses. He is open to exploring innovative ideas that have the potential to enhance the world's enjoyment level. As an angel investor, Day operates at the director level with a focus on consumer branding. He holds significant experience in sales management, business advisory services, and retail food. His expertise also extends to angel investing, start-ups, seed capital, and alcoholic beverages. Day has a strong background in investments and has served on boards of directors. His skills span across sales, brand strategy, business growth, channel sales,.",,,http://www.vegbloc.co.uk
Cameron Gammon,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/cameron_gammon.jpg,"Hammersmith, UK",https://www.linkedin.com/in/cameron-gammon-5852a0166,"Cameron Gammon is an Angel Investor with a diverse portfolio of skills and experience. His expertise spans across a variety of areas, including investment strategies, presentations, financial modeling and analysis, and corporate broking. He is adept at deal sourcing and has a strong background in Mergers and Acquisitions (M&A). Gammon also has experience in producing newsletters and is deeply involved in angel investing. His knowledge of equity capital markets is vast, and he has a keen interest in start-ups, both in their development and consulting. He is skilled in conducting due diligence and has a solid understanding of chemistry. In addition to these, Gammon's skill set extends to business analysis, and he is proficient in Microsoft Word and Excel. His experience.",,,https://www.davy.ie
Michael Grinch,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fmichael-grinch.jpeg?alt=media&token=e4da960a-ae9b-413f-98f5-ba4afbcf9dca,"San Francisco, US",https://www.linkedin.com/in/grinich/,,"Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Human Resources, Marketing, Software,","Lightdash,",
Gi Fernando MBE,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/gi_fernando_mbe.jpg,"Sevenoaks, UK",https://www.linkedin.com/in/gifernando,,,,http://newautomotive.org
Francesca Arese Lucini,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/francesca_arese_lucini.jpg,"London, UK",https://www.linkedin.com/in/francesca-arese-lucini-b80395174,"Francesca Arese Lucini is an angel investor with Alma Angels, a community dedicated to actively investing in and supporting ambitious female entrepreneurs. The group aims to foster inclusivity within the investment industry.",,,https://ff.co/
Benjamin C.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/benjamin_c.jpg,"Guildford, UK",https://www.linkedin.com/in/benjamin-c-bb5b2216a,"Benjamin C. is an angel investor and digital entrepreneur with a bilingual background, having been raised in Spain and Costa Rica within a British household. His skills lie in digital marketing and website design, with a detail-oriented, analytical and creative approach to his work. Benjamin is known for his result-driven attitude and his commitment to exceeding the expectations of his clients. Additionally, he actively participates in philanthropic work, particularly with the local homeless foundation ""Esperanza Urbana"".",,,http://www.dbschenker.com
Hakan KoÃ§,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fhakan-koc.jpeg?alt=media&token=8a7a4b4d-5af0-4223-90b9-7f4571654826,"London, UK",https://www.linkedin.com/in/hakan-koc/,,"Education, Impact,","Karri, KARRI,",
Judith Wilson,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/judith_wilson.jpg,"Edinburgh, Scotland, UK",https://www.linkedin.com/in/judithwilsonuk/,Judith Wilson holds the position of Chair and serves as an Investor Director.,,,
Yana Liberman,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/yana_liberman.jpg,"London, UK",https://www.linkedin.com/in/yanalib,"Yana Liberman serves as the Head of Product at Port, a technology firm focused on decarbonising the last mile delivery industry through e-hubs. In this position, she oversees the product strategy, roadmap, and implementation of features. Port offers a comprehensive e-mobility package, including efficient, long-range electric vehicles, dedicated software, charging, parking, and maintenance services on a subscription basis to individual couriers and delivery companies. In addition to her role at Port, Liberman is the founder of GoClass, a fitness and wellness marketplace in Europe. She was instrumental in scaling the product, team, and revenue of the company, as well as securing pre-seed funding from angel investors. Liberman also dedicates her time to investing.",,,https://port.app
Harry Hyman,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/harry_hyman.jpg,", UK",https://uk.linkedin.com/in/harry-hyman-076b951,,"Property and Construction, Retail and Commerce, Travel, Leisure, Entertainment, Finance, Insurance,","Coadjute, ROXi, Snaptrip, Stubben Edge,",
Natasha Tiwari,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/natasha_tiwari.jpg,"London, UK",https://www.linkedin.com/in/natashatiwari,"Natasha Tiwari is an Angel Investor with a diverse portfolio spanning across technology, education, and healthcare sectors. Her investment interests are wide-ranging, including mental health care, medical technology, and child mental health. Tiwari also demonstrates a keen interest in influencer marketing, marketing strategy, social media marketing, e-commerce, and fashion. She is also involved in brand development and start-ups. In the realm of education, her focus extends to special education, foreign languages, e-learning, as well as research in economics and political economy. Tiwari's expertise also lies in the fields of psychology and neuroscience.",,,http://www.thevedagroup.com
Danielle Walsh,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/danielle_walsh.jpg,", UK",https://www.linkedin.com/in/danielle-walsh-b358a032,Angel investor.,,,https://clearly.earth/
Dana Khater,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/dana_khater.jpg,", UK",https://www.linkedin.com/in/danakhater,"Dana Khater is currently involved in product development for AngelList, a platform that provides tools for startups, investors, and fund managers. Prior to this role, Khater served as Principal at Creator Fund, a Â£10M fund dedicated to investing in deep tech startups founded by students. Khater remains a Limited Partner (LP) at Creator Fund. Before working with Creator Fund, Khater was an investor at Firstminute Capital, a $200M seed fund based in London that invests in startups across Europe and the U.S. Khater also proudly invests in various other companies, such as AngelList, OpenAI, Metafy.gg, July.ac, Sakneen, Behave, PYM, Sojo, and Proteinea.",,,https://www.angellist.com/
Nick Maher,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nick_maher.jpg,"London, UK",https://www.linkedin.com/in/nickmaher,,,,https://www.whatnextexec.com/
Peter Bosch,https://firebasestorage.googleapis.com/v0/b/startupmag-c4bdc.appspot.com/o/investors%2Fpeter-bosch.jpeg?alt=media&token=390a25f2-a070-40fa-befb-71ad15e6b5ef,"Munich, Germany",https://www.linkedin.com/in/peter-bosch-automotivefuture/,,"Human Resources, Finance, Insurance, Legal, Regulation, Property and Construction, B2B, Marketing, Software,","Huzzle,",
Ben Harris,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ben_harris.jpg,"London, UK",https://www.linkedin.com/in/brodskyben,,,,â
John. Bettley-Smith,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/john._bettley_smith.jpg,"London, UK",https://www.linkedin.com/in/john-bettley-smith-1555ba27,"John Bettley-Smith is an angel investor associated with the Financial Investors Group. His role involves providing capital for start-ups or entrepreneurs, often in exchange for ownership equity or convertible debt.",,,http://www.alvarezandmarsal.com
Ricardo B.,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/ricardo_b.jpg,"London, UK",https://www.linkedin.com/in/ricardo-beck-profile,"Ricardo B. is an experienced investor with a focus on growth stage technology companies, typically investing between 5 to 120 million USD. He is currently working as a Growth Investor at LIQUiDITY Group. Ricardo B. also plays the role of an Angel Investor. In addition to his investment activities, he shares insights about venture capital and technology on the platform Medium. More of his thoughts and perspectives can be accessed at medium.com,@ricardobeck.",,,https://www.liquiditygroup.com/
Emily de Groot,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/emily_de_groot.jpg,", UK",https://www.linkedin.com/in/emilydegroot,"Emily de Groot is a seasoned Integrated Senior Ops and Delivery Specialist with over 18 years of experience in various sectors. Her career spans across London agencies, global brands, start-ups, and social enterprises. De Groot is known for her curiosity and her drive to improve things. She is a versatile community builder and delivery specialist who thrives on working with different teams to optimise performance. De Groot is a strong advocate for collaboration and believes in the power of meaningful brands and start-ups. Her interests include agile production, operations, community building, technology for good, innovation, special projects, digital disruption, experiential marketing, brand content, and angel investing. In 2013-2014, De Groot was selected for On.",,,http://www.uncommon.london
Nick Wright,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/nick_wright.jpg,", UK",https://www.linkedin.com/in/npearsonwright,"Nick Wright is currently spearheading the development of the next generation of betting at Midnite. Prior to this, he was instrumental in the creation of one of the UK's most popular fantasy football games at Dribble, where he also secured an exclusive partnership with Sky Bet, the UK's largest online bookmaker. In addition to his work in the betting and gaming industry, Wright is also an active angel investor. He has invested in over 30 companies, collaborating with prominent investment firms such as A16Z, Sequoia, YC, Bessemer, Seedcamp, Index Ventures, RRE Ventures, Lightspeed, Founders Fund, and even celebrities like Drake. Wright also holds a Limited Partner (LP) status in his.",,,http://www.midnite.com
Matt Somerville-Smith,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/matt_somerville_smith.jpg,"London, UK",https://www.linkedin.com/in/matt-somerville-smith-ab4ba333,,,,http://www.charterworld.com
Vivienne Sung,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/angels/vivienne_sung.jpg,"Bath, UK",https://www.linkedin.com/in/viviennesung,"Vivienne Sung is a seasoned product leader with a diverse range of roles under her belt, including product leadership coach, non-executive board member, start-up advisor, and angel investor. Her primary focus is on nurturing product managers to evolve into leaders who can enhance both the products they manage and the companies they work for. Sung is particularly passionate about creating user experiences that are both effective and easy to use, with a central focus on the human users. Currently, Sung serves as a PM Director at Meta, where she concentrates on privacy. Prior to this, she held leadership roles in product, design, and content design at Bumble, the world's second-largest dating app. Sung's extensive experience also includes serving as the CPO for Pollen.",,,https://www.metacareers.com/
