Name,Image URL,sector,Location,linkedin,Twitter,stage,companyWebsite,contact
Aviva Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/avivacomabout-usinnovation.png,"Mobility, Prevention, Wellbeing, Wealth, Open Finance, Data, AI","London, UK",https://www.linkedin.com/company/aviva-plc,@avivaplc,"Pre-seed, Seed, Growth",https://www.aviva.com/about-us/innovation/,
Avonmore Developments,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/avonmoredevelopmentscom.png,B2B,"London, UK",https://www.linkedin.com/company/avonmore-developments-ltd/,https://twitter.com/basil_monkey,"Pre-Seed, Seed",https://www.avonmoredevelopments.com/,contactus@avonmoredevelopments.com
AVP (AXA Venture Partners),https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/axavpcom.png,"Software, Fintech, Healthtech, Tech","London, UK",https://www.linkedin.com/company/axa-sv/,,"Seed, Growth",https://www.axavp.com/,https://www.axavp.com/contact/
BackedVC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/backedvc.png,Generalist,"London, UK",https://www.linkedin.com/company/backed-vc,@andredehaes,"Seed, Growth",https://www.backed.vc/,
Bain Capital Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/baincapitalventurescom.png,"Fintech, Apps, Infra, Commerce","Boston, USA",https://www.linkedin.com/company/bain-capital-ventures/,@BainCapVC,"seed, growth",https://baincapitalventures.com/,https://baincapitalventures.com/contact/
Balderton Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/baldertoncom.png,Generalist,"London, UK",https://www.linkedin.com/company/balderton-capital_2/,@balderton,"Seed, Series A, Growth",https://www.balderton.com/,https://bt25.typeform.com/to/yrbUfAv2
BallPark Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ballparkventurescom.png,"Media, Mobile, Retail","London, UK",,,Seed,https://www.ballparkventures.com/,
Bankless Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/banklessventures.png,"Web 3, Blockchain","Charlottesville, US",https://www.linkedin.com/company/bankless-vc,@aori_io,"Pre-seed, Seed",https://www.bankless.ventures/,
Basis Set Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/basissetcom.png,AI,"Silicon Valley, US",https://www.linkedin.com/company/basis-set-ventures/,@basisset?lang=en,"Pre-seed, Seed",https://www.basisset.com/,
Battery Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/batterycom.png,Generalist,"London, UK",https://www.linkedin.com/company/battery-ventures/,@batteryventures,"Pre-seed, Seed, Growth",https://www.battery.com/,https://www.battery.com/contact/
Beacon Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/beaconcapitalcouk.png,"B2B, Enterprise, Software","London, UK",,https://twitter.com/beaconcap?lang=en,Seed,http://www.beaconcapital.co.uk/,hello@beaconcapital.co.uk
Beacon Equity Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/beaconepcom.png,"fintech, regtech","Boston, USA",https://www.linkedin.com/company/beacon-equity-partners/,,"pre-seed, seed, growth",https://www.beaconep.com/,
Beringea,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/beringeacom.png,Generalist,"London, UK",https://www.linkedin.com/company/beringea-limited,@Beringea,"Seed, Growth",https://www.beringea.com/,info@beringea.co.uk
Berliner Volksbank Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/redstonevcvr-ventures-europes-newest-fintech-focused-fund-in-berlin.png,Fintech,"Berlin, Germany",https://www.linkedin.com/company/vr-ventures-vc/,,"Seed, Growth",https://www.vr-ventures.vc/,deal@vr-ventures.vc
Bessemer Venture Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bvpcom.png,B2B SaaS,"San Francisco, US",https://www.linkedin.com/company/bessemer-venture-partners,@BessemerVP,"Seed, Growth",https://www.bvp.com/,
Bethnal Green Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bethnalgreenventurescom.png,Impact,"London, UK",https://www.linkedin.com/company/bethnal-green-ventures/,@bg_ventures,"Pre-Seed, Seed, Series A",http://bethnalgreenventures.com/,hello@bethnalgreenventures.com
Better Tomorrow Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/btvvc.png,fintech,", USA",https://www.linkedin.com/company/better-tomorrow-ventures/,https://twitter.com/btv_vc,"pre-seed,seed, growth",https://www.btv.vc/,
BGF,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bgfcouk.png,,"London, UK",https://www.linkedin.com/company/1895032/,@BGFinvestments,,https://www.bgf.co.uk/,
Bgf Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bgfcouk.png,Generalist,"London, UK",https://www.linkedin.com/company/1895032/,@BGFinvestments,"Seed, Growth",https://www.bgf.co.uk/,https://www.bgf.co.uk/looking-for-funding/
Big Pi Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bigpivc.png,Deeptech,"Athens, Greece",https://www.linkedin.com/company/big-pi,@bigpivc,"Seed, Growth",https://bigpi.vc/,
Big Sur Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bigsurventuresvcenhome.png,Generalist,"Madrid, Spain",https://www.linkedin.com/company/big-sur-ventures/,,"Pre-seed, Seed",https://www.bigsurventures.vc/en/home,info@bigsurventures.vc
Binance Labs,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/labsbinancecom.png,Blockchain,"London, UK",https://www.linkedin.com/company/binancelabs/,@BinanceLabs,"Pre-seed, Seed, Growth",https://labs.binance.com/,
Bioqube Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bioqubeventurescom.png,"Life sciences, Biotech","Brussels, Belgium",https://www.linkedin.com/company/bioqube-ventures/,,"Seed, Growth",https://www.bioqubeventures.com/,
BITKRAFT Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bitkraftvc.png,Gaming,"Denver, US",https://www.linkedin.com/company/bitkraftvc/,@BitkraftVC/,"Pre-seed, Seed, Growth",https://www.bitkraft.vc/,
Black Opal Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackopalventurescom.png,healthtech,"New York, USA",https://www.linkedin.com/company/black-opal-ventures/,,"seed, growth",https://www.blackopalventures.com/,https://www.blackopalventures.com/contact
BlackFin Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackfincom.png,"Fintech, Insurtech","Paris, France",https://www.linkedin.com/company/blackfin-capital-partners/,,"Seed, Growth",https://www.blackfin.com/,contact@blackfin.com
Blackfinch Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackfinchcom.png,Generalist,"Gloucester, UK",https://www.linkedin.com/company/blackfinch-group/,@BlackfinchGroup,"Pre-seed, Seed, Growth",https://blackfinch.com/,venturesenquiries@blackfinch.com
Blackhorn Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackhornvccom.png,Energy,"Denver, US",https://www.linkedin.com/company/blackhorn-ventures/,https://twitter.com/blackhornvc,"Seed, Growth",https://blackhornvc.com/,https://blackhornvc.com/contact-us/
BlackLion Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackliongroupcom.png,Generalist,"London, UK",,,"Seed, Growth",https://www.blacklionventures.com/,info@blacklionventures.com
BlackRock,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackrockcomusindividual.png,,"NYC, US",https://www.linkedin.com/company/blackrock,@BlackRock,,https://www.blackrock.com/us/individual,
Blackwood,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blackwoodvc.png,Generalist,"Copenhagen, Denmark",https://www.linkedin.com/company/blackwoodvc/,,"Pre-seed, Seed",https://www.blackwood.vc/,https://www.blackwood.vc/#
Blockchain Coinvestors,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blockchaincoinvestorscom.png,"crypto, web 3, blockchain","London, UK",https://www.linkedin.com/company/fifthera/,https://twitter.com/mlemerle,"pre-seed, seed, series A",https://www.blockchaincoinvestors.com/,
Blockchain Founders Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blockchainffcom.png,Blockchain,"Singapore, Singapore",https://www.linkedin.com/company/blockchainfoundersfund,@blockchainff,"Pre-seed, Seed, Growth",https://blockchainff.com/,https://investment.blockchainff.com/?_gl=1%2Atbaynh%2A_ga%2AMTQ5Nzk1Njc1OS4xNjg3ODUwNDMx%2A_ga_XS4TBL8Z8N%2AMTY4Nzg1MDQzMS4xLjEuMTY4Nzg1MDQzOC41My4wLjA.&_ga=2.78970196.193238579.1687850431-1497956759.1687850431
BlockTower,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blocktowercom.png,"Blockchain, Web 3","Miami, US",https://www.linkedin.com/company/blocktower/,,"Seed, Growth",https://www.blocktower.com/,
Blossom Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blossomcapcom.png,"FinTech, Software, Marketplace","London, UK",https://www.linkedin.com/company/blossomcap/,@blossomcap,"Seed, Growth",https://www.blossomcap.com/,https://www.blossomcap.com/contact
Blue Wire Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bluewirecapitalcom.png,"Healthcare, Food, Generalist, B2C","London, UK",https://www.linkedin.com/company/blue-wire-capital/,@bwcvc,"Pre-seed, Seed",https://bluewirecapital.com/,investments@bluewirecpaital.com
BlueYard Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blueyardcom.png,"crypto, biology, science, engineering, open source, web3","Berlin, Germany",https://www.linkedin.com/company/blueyard-capital/,@blueyard?lang=en,"Pre-seed, Seed",https://www.blueyard.com/,
Blumberg Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/blumbergcapitalcom.png,Generalist,"San Francisco, California",https://www.linkedin.com/company/blumberg-capital/,@blumbergcapital,"Pre-seed, Seed, Growth",https://blumbergcapital.com/,info@blumbergcapital.com
Boehringer Ingelheim Venture Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/boehringer-ingelheim-venturecom.png,"Healthcare, Therapeutics, Digital Health","Ingelheim am Rhein, Germany",https://www.linkedin.com/company/boehringer-ingelheim/,,"Seed, Growth",https://www.boehringer-ingelheim-venture.com/,
Capital A Investment Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/mergrcomcapital-a-investment-partners-acquires-bollegraaf-recycling-machinery-bv.png,Generalist,"Amsterdam, Netherland",https://www.linkedin.com/company/capitalapartners/,,Growth,https://mergr.com/capital-a-investment-partners-acquires-bollegraaf-recycling-machinery-bv,info@capitalapartners.nl
Bollinger investment Group,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bollingerxyz.png,generalist,"Texas, USA",https://www.linkedin.com/company/bollinger-investment-group-llc/about/,https://twitter.com/Bo11inger,"seed, growth",https://www.bollinger.xyz/,
Bolsa Social Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bolsasocialfunden.png,"Social, Impact, Greentech, Healthcare, Education","Madrid, Spain",https://www.linkedin.com/company/fondo-bolsa-social/,,"Pre-seed, Seed",https://www.bolsasocial.fund/en/,contacto@bolsasocial.fund
Bonfire Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bonfirevccom.png,B2B Software,"Santa Monica, US",https://www.linkedin.com/company/bonfireventures/,@bonfire_vc,Seed,https://www.bonfirevc.com/,
Bonnier Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bonnierventurescom.png,generalist,"Stockholm, Sweden",https://www.linkedin.com/company/bonnier-ventures/,https://twitter.com/BonnierVentures,growth,https://bonnierventures.com/,info.bv@bonnier.se
Boost Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/boostcpvcteam.png,"Gaming, B2C","London, UK",https://www.linkedin.com/company/boost-capital-partners/,@B_Torrero,"Pre-seed, Seed",https://boostcp.vc/,
Boundary Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/boundarycapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/1264565/admin/,@BoundaryCapital,Seed,https://www.boundarycapital.com/,info@boundarycapital.com
Bpifrance,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bpifrancecom.png,Generalist,"Paris, France",https://www.linkedin.com/company/bpifrance,@bpifrance,"Pre-seed, Seed, Growth",https://www.bpifrance.com/,
Brandon Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/brandoncapitalvc.png,Science,"London, UK",https://www.linkedin.com/company/brandon-capital/,,"Seed, Growth",https://brandoncapital.vc/,
Breakthrough Energy Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/breakthroughenergyorgour-workbreakthrough-energy-venturesbev-board-and-investors.png,"Impact, Climatetech, Greentech","Paris, France",https://www.linkedin.com/company/breakthrough-energy,@breakthrough,"Seed, Growth",https://breakthroughenergy.org/our-work/breakthrough-energy-ventures/bev-board-and-investors/,
Bridges Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bridgesventurescom.png,Impact,"London, UK",https://www.linkedin.com/company/bridgesfundmanagement/,@bridgesfundmgmt,Growth,http://bridgesventures.com,info@bridgesfundmanagement.com
Brighteye Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/brighteyevccom.png,Edtech,"London, UK",https://www.linkedin.com/company/brighteye-ventures,@brighteyevc,"Seed, Growth",https://www.brighteyevc.com/,
Bristol Private Equity Club,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/bristolprivateequityclubcom.png,generalist,"Bristol, UK",https://www.linkedin.com/company/bristol-private-equity-club/about/,,"Pre-seed, Seed",https://www.bristolprivateequityclub.com/,
British Business Bank,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/british-business-bankcoukabout-uswho-we-areannual-report-and-accounts-2022.png,Generalist,"Sheffield, UK",https://www.linkedin.com/company/british-business-bank,@britishbbank,"Pre-seed, Seed, Growth",https://www.british-business-bank.co.uk/about-us/who-we-are/annual-report-and-accounts-2022/,
British Patient Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/britishpatientcapitalcouk.png,Generalist,"Sheffield, UK",https://www.linkedin.com/company/british-patient-capital/,@BPatientCap,Growth,https://www.britishpatientcapital.co.uk/,info@british-business-bank.co.ukClick to contact via sending an email
Broadhaven Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/broadhavencom.png,Fintech,"New York, US",https://www.linkedin.com/company/broadhaven/,,"Pre-seed, Seed",https://www.broadhaven.com/,info@broadhaven.com
Broadview Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/broadviewventuresorg.png,Healthcare,"Boston, US",https://www.linkedin.com/company/broadview-ventures-inc/,,"Seed, Growth",https://broadviewventures.org/,https://broadviewventures.org/contact-us/
Btomorrow Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/btomorrowvcom.png,Generalist,"London, UK",https://www.linkedin.com/company/btomorrow-ventures/,,"Pre-seed, Seed, Growth",https://www.btomorrowv.com/,https://www.btomorrowv.com/contact
Buckley Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/buckleyventurescom.png,"B2B, SaaS","San Francisco, US",https://www.linkedin.com/company/buckleyventures/,,"Pre-seed, Seed",https://www.buckleyventures.com/,
C2V,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/c2venturesco.png,"Software, Robotics, Enterprise","NYC, US",https://www.linkedin.com/company/c2venturesco/,@C2cunningham,"Pre-seed, Seed",https://www.c2ventures.co/,
Cabot Square Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cabotsquarecom.png,"FinTech, PropTech","London, UK",,,Growth,https://cabotsquare.com/,contact@cabotsquare.com
Calculus Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/calculuscapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/calculus-capital/,https://twitter.com/calculuscapital/,"Seed, Growth",https://calculuscapital.com/,
Calm Storm,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/calmstormvc.png,Healthcare,"Vienna, Austria",https://www.linkedin.com/company/calmstorm/,,"Pre-seed, Seed",https://www.calmstorm.vc/,https://www.calmstorm.vc/pitch
Cambridge Innovation Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cicvc.png,"Health Care, Science, DeepTech","Cambridge, UK",https://www.linkedin.com/company/cambridge-innovation-capital-plc,@cic_vc,"Seed, Growth",https://www.cic.vc/,enquiries@cic.vc
Canaan,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/canaancom.png,Generalist,"San Francisco, US",https://www.linkedin.com/company/canaan-partners,@canaanpartners,"Pre-seed, Seed",https://www.canaan.com/,
Cancer Research Horizons,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cancerresearchhorizonscomour-expertisecancer-research-horizons-seed-fund.png,"Healthtech, Biotech","London, London",http://linkedin.com/company/cancerresearchhorizons,@CR_Horizons,"Seed, Growth",https://www.cancerresearchhorizons.com/our-expertise/cancer-research-horizons-seed-fund,
Capital for Colleagues,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/capitalforcolleaguescom.png,Employee Owned,"Wiltshire, UK",https://www.linkedin.com/company/capital-for-colleagues,,"Seed, Growth",https://www.capitalforcolleagues.com/,info@capitalforcolleagues.com
CapitalG,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/capitalgcom.png,Generalist,"San Francisco, US",https://www.linkedin.com/company/capitalg,,Growth,https://www.capitalg.com/,
Capnamic,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/capnamiccom.png,Generalist,"Cologne, Germany",https://www.linkedin.com/company/capnamic-ventures/,@Capnamic,"Pre-seed, Seed",https://capnamic.com/,https://capnamic.com/connect
Capricorn Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/capricornllccom.png,"Impact, Deeptech","Palo Alto, US",,,Growth,https://capricornllc.com/,
Carbide Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/carbideventurescom.png,Generalist,"Palo Alto, US",https://www.linkedin.com/company/carbideventures/,@carbideventures,"Pre-seed, Seed, Growth",https://www.carbideventures.com/,hello@carbideventures.com
Cardiff Capital Region,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cardiffcapitalregionwalesinvestment-hublooking-for-investment.png,Generalist,"Cardiff, UK",https://www.linkedin.com/company/cardiff-capital-region/,@ccrcitydeal,"Pre-seed, Seed, Growth",https://www.cardiffcapitalregion.wales/investment-hub/looking-for-investment/,invest@cardiffcapitalregion.wales
Carthona Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/carthonacapitalcom.png,Generalist,"Sydney, Australia",https://www.linkedin.com/company/carthona-capital/,,"Pre-seed, Seed",https://www.carthonacapital.com/,
Cass Entrepreneurship Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cassentrepreneurshipfund.png,Generalist,"London, UK",https://www.linkedin.com/company/cass-entrepreneurship-fund,@Cass_EF,"Seed, Growth",https://www.cassentrepreneurship.fund/,helen.reynolds@city.ac.uk
Castle Island Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/castleislandvc.png,Blockchain,"Cambridge, US",https://www.linkedin.com/company/castle-island-ventures/,,"Pre-seed, Seed, Growth",https://www.castleisland.vc/,
Catalyst Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/catcapitalcom.png,Distressed,"Ontario, Canada",,,Growth,https://catcapital.com/,info@catcapital.com
Cavalry Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cavalryvc.png,Generalist,"Berlin, Germany",https://www.linkedin.com/in/jana-bunne-6099b01bb/,@CavalryVC,"Pre-seed, Seed",https://cavalry.vc/,
Caygan Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/uklinkedincomcompanycaygancapital.png,Impact,"London, UK",https://www.linkedin.com/company/caygancapital/,,"Seed, Growth",https://www.caygan.com/,
CEAS Investments,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ceasinvestmentscom.png,"B2B, SaaS, Data Infrastructure, Cloud, AI/ML, Logistics, Supply Chain, Robotics, Automation","Delray Beach, US",https://www.linkedin.com/company/ceasinvestments,https://twitter.com/ceasinvestments,"Seed, Growth",https://www.ceasinvestments.com/,
Celesta Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/celestavc.png,Deeptech,"San Francisco, US",https://www.linkedin.com/company/celestacapital,@CelestaCapital,"Seed, Growth",https://www.celesta.vc/,
CEMEX Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cemexventurescom.png,Construction,"Madrid, Spain",https://www.linkedin.com/legal/privacy-policy,@en/privacy,"Pre-seed, Seed, Growth",https://www.cemexventures.com/,https://www.cemexventures.com/contact-us/
Cerulean Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/ceruleanvc.png,"Software, AI","Santa Barbara, US",https://www.linkedin.com/company/cerulean-ventures/,https://twitter.com/cerulean_xyz,"Seed, Growth",https://cerulean.vc/,hello@cerulean.vc
Change Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/changeventurescom.png,Generalist,"Valukoja, Estonia",https://www.linkedin.com/in/aberzins/,@akberzins,Pre-seed,https://www.changeventures.com/,info@changeventures.com
Channel 4 Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/channel4venturescom.png,"Media, Consumer, B2C","London, UK",https://www.linkedin.com/company/channel4ventures/,,"Seed, Series A, Growth",https://www.channel4ventures.com/,ventures@channel4.co.uk
Charlotte Street Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/charlottestreetcapitalcom.png,Generalist,"London, UK",https://www.linkedin.com/company/2850618/admin/,@cstreetc,"Pre-Seed, Seed",https://www.charlottestreetcapital.com/,tom@charlottestreetcapital.com
Cherry Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cherryvc.png,Generalist,"London, UK",https://www.linkedin.com/company/cherry-ventures,@cherryventures,"Pre-seed, Seed",https://www.cherry.vc/,deal@cherry.vc
Chiratae Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/chirataecom.png,Generalist,"Bangalore, India",https://www.linkedin.com/company/chiratae-ventures/,@ChirataeVC,"Pre-seed, Seed, Growth",https://www.chiratae.com/,
Cipio Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cipiopartnerscom.png,"Software, Technology enabled B2B products & services, components and consumer internet","Luxembourg, Luxembourg",https://www.linkedin.com/company/cipio-partners/about/,@cipiopartners,Growth,https://www.cipiopartners.com/,info@cipiopartners.com
Circular Innovation Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/lorealcomenpress-releasegroupa-new-circular-innovation-fund.png,"Impact, Circular economy","Paris, France",https://www.linkedin.com/company/circular-innovation-fund-cif/,,Growth,https://circularinnovationfund.com/,
Citi Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/citicomventuresventure-investinghtml.png,Generalist,"NYC, US",,@CitiVentures/,"Pre-seed, Seed, Growth",https://www.citi.com/ventures/venture-investing.html,
Clarendon Fund Managers,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/clarendon-fmcouk.png,Generalist,"Belfast, UK",https://www.linkedin.com/company/clarendon-fund-managers-limited/,@ClarendonFM,"Pre-seed, Seed, Growth",https://www.clarendon-fm.co.uk/,info@clarendon-fm.co.uk
Climate.vc,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/climatevc.png,"Climate, Greentech","London, UK",https://www.linkedin.com/company/climate-vc/,@climate_vc,"Pre-seed, Seed",https://www.climate.vc/,https://www.climate.vc/send-pitch
Clocktower Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/clocktowerventurescom.png,Fintech,"Santa Monica, US",https://www.linkedin.com/company/clocktower-technology-ventures,,"Pre-seed, Seed, Growth",https://www.clocktowerventures.com/,https://www.clocktowerventures.com/#section-contact
CMCC,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cmccvc.png,Blockchain,"Hong Kong, Hong Kong",https://www.linkedin.com/company/cm-crypto-capital/,,"Seed, Growth",https://www.cmcc.vc/,
CMS Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cmsventurescom.png,"Life sciences, Biotech","Cambridge, UK",https://www.linkedin.com/company/cms-ventures/,@cms_ventures?ref_src=twsrc%5Etfw,"Seed, Growth",https://www.cmsventures.com/,
Cocoa,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cocoavc.png,Generalist,"London, UK",https://www.linkedin.com/company/cocoadotvc/,@cocoadotvc?lang=en,"Pre-seed, Seed",https://www.cocoa.vc/,carmen@cocoa.vc
Coelius Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/coeliusvc.png,"B2B, B2B2C","San Francisco, US",https://www.linkedin.com/company/coelius-capital/,,"Pre-seed, Seed",https://coelius.vc/,zach@coelius.vc
Cogito Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cogitocapital.png,AI,"Toronto, Canada",https://www.linkedin.com/company/cogito-capital/?originalSubdomain=ca,,"Pre-seed, Seed, Growth",https://cogito.capital/,info@cogito.capital
Cogito Capital Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/cogitocapcom.png,"Enterprise software, B2B, Fintech, Insurtech, Healthtech","Warsaw, Poland",https://www.linkedin.com/company/cogito-capital/,,Growth,https://cogitocap.com/,info@cogicap.com
CoinFund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/coinfundio.png,Web 3,"New York, US",https://www.linkedin.com/company/coinfund/,@coinfund_io?lang=en,,https://www.coinfund.io/,projects@coinfund.io
Collaborative Fund,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/collabfundcom.png,Generalist,"New York, US",https://www.linkedin.com/company/collaborative-fund/,@collabfund,"Pre-seed, Seed, Growth",https://collabfund.com/,
Collider Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/collidervc.png,Generalist,"Tel Aviv, Israel",https://www.linkedin.com/company/collidervc/,https://twitter.com/ColliderVC,"Pre-seed, Seed, Growth",https://www.collider.vc/,invest@collider.vc
Columbus Venture Partners,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/columbusvpcom.png,"Deeptech, Science, Healthcare","Madrid, Spain",https://www.linkedin.com/company/columbus-ventue-partners-s.g.e.i.c.-s.a/,@columbus_vp,"Seed, Growth",https://columbusvp.com/,
Commerce Ventures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/commercevc.png,"retail technology, payment technology, banking technology, insurance technology","San Francisco, US",https://www.linkedin.com/company/commerce-ventures/,,"Seed, Growth",https://commerce.vc/,startups@commerce.vc
CommerzVentures,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/commerzventurescom.png,Fintech,"Frankfurt, Germany",https://commerzventures.com/contact,@commerzventures,"Seed, Growth",https://commerzventures.com/,https://commerzventures.com/contact
Communitas Capital,https://storage.googleapis.com/startupmag-c4bdc.appspot.com/investors/communitascapitalcom.png,Generalist,"New York, US",https://www.linkedin.com/company/communitas-capital-partners-llc/about/,,Growth,https://communitascapital.com/,
